,Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,Make,Model,Price,Kilometer,Fuel Type,Location,Color,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
2311,,,,,,,,,,Maruti Wagon R LXI Minor,2009.0,150000.0,70000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2312,,,,,,,,,,Hyundai Accent GLE,2009.0,114999.0,106000.0,Petrol,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,,,,,,
2313,,,,,,,,,,Toyota Innova 2.0 VX 7 Seater,2010.0,320000.0,120000.0,Petrol,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,,,,,,
2314,,,,,,,,,,Maruti Alto 800 CNG LXI Optional,2019.0,300000.0,120000.0,CNG,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2315,,,,,,,,,,Maruti Ritz LXi,2016.0,275000.0,160000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2316,,,,,,,,,,Chevrolet Aveo 1.6 LT with ABS,2010.0,140000.0,120000.0,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2317,,,,,,,,,,Tata Altroz XZ,2020.0,830000.0,10000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2318,,,,,,,,,,Volkswagen Polo SR Petrol 1.2L,2013.0,380000.0,50000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2319,,,,,,,,,,Hyundai i10 Magna 1.2,2010.0,150000.0,90000.0,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2320,,,,,,,,,,Chevrolet Spark 1.0 LS,2008.0,50000.0,70000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2321,,,,,,,,,,Mahindra Bolero SLX,2008.0,155000.0,100000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2322,,,,,,,,,,Mahindra Bolero SLX,2008.0,155000.0,100000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2323,,,,,,,,,,Skoda Superb 1.8 TFSI MT,2010.0,300000.0,80000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2324,,,,,,,,,,Maruti Alto 800 LXI,2018.0,300000.0,16584.0,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2325,,,,,,,,,,Tata Tiago 2019-2020 XE Diesel,2016.0,385000.0,38000.0,Diesel,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2326,,,,,,,,,,Maruti Wagon R LXI,2010.0,221000.0,51000.0,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2327,,,,,,,,,,Tata Tiago 1.05 Revotorq XE,2016.0,381000.0,38000.0,Diesel,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2328,,,,,,,,,,Maruti Alto 800 LXI,2015.0,250999.0,35000.0,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2329,,,,,,,,,,Hyundai Santro LS zipPlus,2002.0,60000.0,120000.0,Petrol,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,,,,,,
2330,,,,,,,,,,Tata Tiago 1.05 Revotorq XE,2016.0,380000.0,38000.0,Diesel,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2331,,,,,,,,,,Skoda Laura L n K 1.9 PD,2008.0,180000.0,144000.0,Diesel,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,,,,,,
2332,,,,,,,,,,Maruti Ciaz ZDi Plus,2017.0,751000.0,64000.0,Diesel,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2333,,,,,,,,,,Mahindra XUV500 AT W10 FWD,2015.0,1250000.0,60000.0,Diesel,Dealer,Automatic,First Owner,,,,,,,,,,,,,,,,,,,,,,
2334,,,,,,,,,,Hyundai EON 1.0 Era Plus,2014.0,229999.0,65000.0,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2335,,,,,,,,,,Tata Safari Storme EX,2019.0,1250000.0,24000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2336,,,,,,,,,,Mahindra Scorpio VLX 2WD BSIV,2014.0,782000.0,58000.0,Diesel,Dealer,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2337,,,,,,,,,,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2014.0,780000.0,58000.0,Diesel,Dealer,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2338,,,,,,,,,,Maruti Alto 800 LXI,2016.0,245000.0,68000.0,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2339,,,,,,,,,,Hyundai i20 1.4 CRDi Sportz,2011.0,321000.0,81257.0,Diesel,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2340,,,,,,,,,,Hyundai Grand i10 1.2 CRDi Sportz Option,2017.0,509999.0,44000.0,Diesel,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2341,,,,,,,,,,Tata Nano CX SE,2015.0,110000.0,45000.0,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2342,,,,,,,,,,Volkswagen Polo Diesel Highline 1.2L,2013.0,400000.0,75000.0,Diesel,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2343,,,,,,,,,,Maruti Swift VXI,2013.0,370000.0,90000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2344,,,,,,,,,,Hyundai Verna CRDi ABS,2007.0,175000.0,80000.0,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2345,,,,,,,,,,Mercedes-Benz E-Class 230,1998.0,1000000.0,35000.0,Petrol,Individual,Automatic,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2346,,,,,,,,,,Maruti Alto 800 LXI,2013.0,92800.0,25000.0,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2347,,,,,,,,,,Tata Xenon XT EX 4X2,2014.0,291000.0,90000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2348,,,,,,,,,,Maruti Alto 800 LXI,2013.0,92800.0,25000.0,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2349,,,,,,,,,,Hyundai Verna 1.6 SX CRDi (O),2013.0,335000.0,110000.0,Diesel,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,,,,,,
2350,,,,,,,,,,Maruti Omni 8 Seater BSIV,2013.0,170000.0,35000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2351,,,,,,,,,,Maruti Alto 800 LXI,2019.0,295000.0,10000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2352,,,,,,,,,,Renault KWID RXL,2019.0,375000.0,10000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2353,,,,,,,,,,Hyundai EON Era Plus,2012.0,215000.0,70000.0,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2354,,,,,,,,,,Ford Fiesta 1.4 ZXi TDCi ABS,2009.0,150000.0,110000.0,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2355,,,,,,,,,,Maruti Alto LXI,2003.0,60000.0,5000.0,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2356,,,,,,,,,,Maruti Alto LX,2006.0,52000.0,120000.0,Petrol,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,,,,,,
2357,,,,,,,,,,Maruti Omni LPG CARGO BSIII W IMMOBILISER,2009.0,80000.0,90000.0,LPG,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2358,,,,,,,,,,Maruti Alto LX,2012.0,140000.0,70000.0,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2359,,,,,,,,,,Hyundai Verna i (Petrol),2008.0,120000.0,90000.0,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2360,,,,,,,,,,Ford Fiesta Classic 1.4 SXI Duratorq,2006.0,110000.0,120000.0,Diesel,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,,,,,,
2361,,,,,,,,,,Tata New Safari Dicor EX 4X2 BS IV,2012.0,280000.0,110000.0,Diesel,Individual,Manual,Fourth & Above Owner,,,,,,,,,,,,,,,,,,,,,,
2362,,,,,,,,,,Toyota Etios VD,2016.0,450000.0,50000.0,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2363,,,,,,,,,,Mahindra XUV500 W7,2018.0,1150000.0,58000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2364,,,,,,,,,,Maruti Baleno Delta 1.3,2018.0,650000.0,15000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2365,,,,,,,,,,Tata Zest Revotron 1.2T XE,2015.0,300000.0,60000.0,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2366,,,,,,,,,,Tata Nano Twist XT,2015.0,73000.0,57000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2367,,,,,,,,,,Maruti Swift VDI BSIV,2015.0,400000.0,87000.0,Diesel,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,,,,,,
2368,,,,,,,,,,Renault KWID 1.0 RXT Optional,2017.0,300000.0,70000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2369,,,,,,,,,,Maruti Wagon R AX,2012.0,300000.0,30000.0,Petrol,Individual,Automatic,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2370,,,,,,,,,,Maruti Swift Dzire VDI,2012.0,450000.0,80000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2371,,,,,,,,,,Hyundai Santro Xing GLS,2009.0,200000.0,100000.0,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2372,,,,,,,,,,Maruti Swift VXI,2019.0,580000.0,40000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2373,,,,,,,,,,Hyundai Grand i10 1.2 Kappa Asta,2017.0,550000.0,3917.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2374,,,,,,,,,,Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007.0,190000.0,160000.0,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2375,,,,,,,,,,Tata Tiago 1.05 Revotorq XT Option,2017.0,450000.0,35000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2376,,,,,,,,,,Chevrolet Spark 1.0 LS,2014.0,220000.0,70000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2377,,,,,,,,,,Maruti SX4 ZXI MT BSIV,2012.0,310000.0,69069.0,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2378,,,,,,,,,,Hyundai Elite i20 Sportz Plus BSIV,2019.0,650000.0,13500.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2379,,,,,,,,,,Maruti Wagon R Stingray VXI,2014.0,300000.0,59059.0,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2380,,,,,,,,,,Hyundai Accent Executive,2013.0,200000.0,70000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2381,,,,,,,,,,Honda Brio S MT,2012.0,285000.0,39039.0,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2382,,,,,,,,,,Honda Brio Exclusive Edition,2014.0,335000.0,33033.0,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2383,,,,,,,,,,Hyundai Verna Transform SX VTVT,2011.0,370000.0,55168.0,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2384,,,,,,,,,,Hyundai i20 1.2 Sportz,2013.0,375000.0,41041.0,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2385,,,,,,,,,,Hyundai i10 Magna,2009.0,235000.0,67067.0,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2386,,,,,,,,,,Hyundai i10 Sportz 1.2 AT,2013.0,345000.0,66066.0,Petrol,Dealer,Automatic,First Owner,,,,,,,,,,,,,,,,,,,,,,
2387,,,,,,,,,,Mahindra Quanto C8,2013.0,365000.0,82082.0,Diesel,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2388,,,,,,,,,,Hyundai Grand i10 Sportz,2014.0,400000.0,48000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2389,,,,,,,,,,Hyundai EON D Lite Plus,2015.0,250000.0,30000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2390,,,,,,,,,,Hyundai Verna SX CRDi AT,2012.0,465000.0,70070.0,Diesel,Dealer,Automatic,First Owner,,,,,,,,,,,,,,,,,,,,,,
2391,,,,,,,,,,Renault KWID RXT,2017.0,300000.0,10000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2392,,,,,,,,,,Maruti Swift Dzire ZXI 1.2 BS IV,2018.0,655000.0,25000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2393,,,,,,,,,,Maruti Wagon R LXI CNG,2016.0,350000.0,30000.0,CNG,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2394,,,,,,,,,,Hyundai i10 Sportz 1.2 AT,2015.0,500000.0,50000.0,Petrol,Dealer,Automatic,First Owner,,,,,,,,,,,,,,,,,,,,,,
2395,,,,,,,,,,Hyundai Grand i10 AT Asta,2015.0,465000.0,63063.0,Petrol,Dealer,Automatic,First Owner,,,,,,,,,,,,,,,,,,,,,,
2396,,,,,,,,,,Maruti Swift VDi BSIII W/ ABS,2008.0,263000.0,70000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2397,,,,,,,,,,Maruti Omni MPI STD BSIV,2012.0,250000.0,90000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2398,,,,,,,,,,Hyundai Accent GLE 1,1999.0,60000.0,90000.0,Petrol,Individual,Manual,Fourth & Above Owner,,,,,,,,,,,,,,,,,,,,,,
2399,,,,,,,,,,Hyundai Getz GLX,2005.0,70000.0,90000.0,Petrol,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,,,,,,
2400,,,,,,,,,,Chevrolet Sail Hatchback 1.2 LS,2016.0,250000.0,30000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2401,,,,,,,,,,Hyundai EON Magna Plus,2016.0,229999.0,80000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2402,,,,,,,,,,Chevrolet Optra Magnum 2.0 LS,2011.0,195000.0,120000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2403,,,,,,,,,,Datsun RediGO S,2016.0,270000.0,22000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2404,,,,,,,,,,Honda WR-V i-DTEC VX,2017.0,650000.0,140000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2405,,,,,,,,,,Hyundai i20 Asta 1.4 CRDi,2014.0,370000.0,80000.0,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2406,,,,,,,,,,Maruti Swift VDI Optional,2016.0,509999.0,40000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2407,,,,,,,,,,Maruti Zen Estilo VXI BSIV,2011.0,280000.0,33000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2408,,,,,,,,,,Maruti A-Star Vxi,2010.0,180000.0,40000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2409,,,,,,,,,,Renault KWID 1.0 RXT Optional,2018.0,300000.0,10500.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2410,,,,,,,,,,Mahindra Bolero 2011-2019 SLX,2013.0,400000.0,107000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2411,,,,,,,,,,Hyundai i10 Sportz 1.2,2010.0,210000.0,60000.0,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2412,,,,,,,,,,Hyundai Santro Xing XG eRLX Euro III,2006.0,90000.0,120000.0,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2413,,,,,,,,,,Maruti Wagon R LXI BS IV,2010.0,222000.0,70000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2414,,,,,,,,,,Maruti Alto 800 LXI,2015.0,240000.0,50000.0,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2415,,,,,,,,,,Toyota Etios Liva GD,2013.0,450000.0,70000.0,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2416,,,,,,,,,,Ford Ecosport 1.5 Petrol Ambiente,2017.0,650000.0,6000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2417,,,,,,,,,,Hyundai Verna SX Diesel,2010.0,200000.0,78000.0,Diesel,Dealer,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2418,,,,,,,,,,Hyundai Verna SX Diesel,2011.0,210000.0,72000.0,Diesel,Dealer,Manual,Third Owner,,,,,,,,,,,,,,,,,,,,,,
2419,,,,,,,,,,Tata Nano Cx BSIV,2011.0,75000.0,9528.0,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2420,,,,,,,,,,Toyota Innova 2.5 G (Diesel) 8 Seater,2011.0,450000.0,135200.0,Diesel,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2421,,,,,,,,,,Hyundai i20 1.2 Sportz,2011.0,220000.0,58000.0,Petrol,Dealer,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2422,,,,,,,,,,Hyundai i20 Magna 1.4 CRDi (Diesel),2013.0,325000.0,78000.0,Diesel,Dealer,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2423,,,,,,,,,,Tata Zest Revotron 1.2T XE,2018.0,450000.0,45000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2424,,,,,,,,,,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017.0,825000.0,35000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2425,,,,,,,,,,Hyundai Accent GLS,2007.0,125000.0,76000.0,Petrol,Dealer,Manual,Third Owner,,,,,,,,,,,,,,,,,,,,,,
2426,,,,,,,,,,Mahindra Xylo D2 BS IV,2015.0,434999.0,100000.0,Diesel,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,,,,,,
2427,,,,,,,,,,Mahindra Scorpio SLE BSIV,2011.0,484999.0,99000.0,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2428,,,,,,,,,,Maruti Ritz VDi,2009.0,175000.0,80000.0,Diesel,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,,,,,,
2429,,,,,,,,,,Honda Civic 1.8 S MT,2006.0,220000.0,120000.0,Petrol,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,,,,,,
2430,,,,,,,,,,Honda BR-V i-VTEC VX MT,2020.0,1250000.0,1100.0,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2431,,,,,,,,,,Maruti Omni E MPI STD BS IV,2017.0,215000.0,34000.0,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2432,,,,,,,,,,Mahindra XUV500 W6 2WD,2014.0,625000.0,68000.0,Diesel,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2433,,,,,,,,,,Ford EcoSport 1.5 Diesel Titanium BSIV,2018.0,615000.0,15000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2434,,,,,,,,,,Chevrolet Beat Diesel PS,2012.0,130000.0,58000.0,Diesel,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2435,,,,,,,,,,Tata Indigo CS eLX BS IV,2013.0,175000.0,50300.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2436,,,,,,,,,,Tata Indigo CR4,2011.0,150000.0,70000.0,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2437,,,,,,,,,,Tata Indica Vista TDI LS,2011.0,195000.0,60000.0,Diesel,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,,,,,,
2438,,,,,,,,,,Maruti Ertiga 1.5 VDI,2020.0,550000.0,90000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2439,,,,,,,,,,Isuzu D-Max V-Cross Standard,2018.0,1500000.0,40000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2440,,,,,,,,,,Skoda Superb 1.8 TFSI MT,2010.0,400000.0,80000.0,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2441,,,,,,,,,,Nissan Kicks XV Premium D BSIV,2019.0,1350000.0,15000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2442,,,,,,,,,,Maruti Swift 1.2 DLX,2015.0,217000.0,45000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2443,,,,,,,,,,Maruti Swift VDI BSIV,2011.0,290000.0,130000.0,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2444,,,,,,,,,,Mahindra Bolero Power Plus SLX,2018.0,700000.0,80000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2445,,,,,,,,,,Maruti Alto 800 Base,2014.0,175000.0,40000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2446,,,,,,,,,,Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017.0,575000.0,80000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2447,,,,,,,,,,Maruti Ritz LDi,2016.0,380000.0,100000.0,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2448,,,,,,,,,,Mahindra Xylo D4 BSIV,2013.0,350000.0,151624.0,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2449,,,,,,,,,,Renault Duster 85PS Diesel RxL Optional,2012.0,450000.0,160000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2450,,,,,,,,,,Hyundai Santro AT CNG,2005.0,130000.0,110000.0,CNG,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2451,,,,,,,,,,Maruti Swift VDI BSIV,2015.0,320000.0,74820.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2452,,,,,,,,,,Mahindra XUV500 W6 2WD,2014.0,550000.0,82000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2453,,,,,,,,,,Maruti Wagon R VXI BS IV,2015.0,370000.0,50000.0,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2454,,,,,,,,,,Chevrolet Beat LT,2010.0,114999.0,70000.0,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2455,,,,,,,,,,Ford Ecosport Sports Petrol,2020.0,1100000.0,1000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2456,,,,,,,,,,Hyundai Tucson CRDi,2006.0,170000.0,170000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2457,,,,,,,,,,Tata Indigo TDI,2008.0,80000.0,150000.0,Diesel,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,,,,,,
2458,,,,,,,,,,Ford EcoSport 1.5 Diesel Titanium BSIV,2019.0,950000.0,17000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2459,,,,,,,,,,Maruti Swift Dzire VDI,2014.0,425000.0,150000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2460,,,,,,,,,,Hyundai i20 Asta Option 1.4 CRDi,2015.0,500000.0,80000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2461,,,,,,,,,,Hyundai Santro Xing XG eRLX Euro III,2005.0,70000.0,170000.0,Petrol,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,,,,,,
2462,,,,,,,,,,Honda Amaze S i-Dtech,2013.0,349000.0,120000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2463,,,,,,,,,,Hyundai i20 1.2 Sportz,2012.0,330000.0,90000.0,Petrol,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,,,,,,
2464,,,,,,,,,,Hyundai Santro Xing GLS,2010.0,120000.0,90000.0,Petrol,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,,,,,,
2465,,,,,,,,,,Hyundai Verna 1.6 SX CRDi (O),2013.0,430000.0,100000.0,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2466,,,,,,,,,,Maruti Swift VDI BSIV,2014.0,390000.0,90000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2467,,,,,,,,,,Nissan Micra Diesel XV Primo,2012.0,225000.0,129000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2468,,,,,,,,,,Mahindra Scorpio VLS AT 2.2 mHAWK,2010.0,350000.0,186000.0,Diesel,Individual,Automatic,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2469,,,,,,,,,,Tata Sumo LX,2009.0,100000.0,66778.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2470,,,,,,,,,,Hyundai EON Era Plus,2014.0,190000.0,50000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
2471,,,,,,,,,,Hyundai i20 Sportz 1.4 CRDi,2014.0,315000.0,110000.0,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
2472,,,,,,,,,,Hyundai Grand i10 CRDi Magna,2015.0,300000.0,60000.0,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
